article_id,high_quality_overall,low_quality_overall,high_quality_thesis,low_quality_thesis,high_quality_persuasive,low_quality_persuasive,high_quality_reasonable,low_quality_reasonable,high_quality_self_contained,low_quality_self_contained
149,"['summary_2', 'summary_3']","['summary_1', 'summary_4', 'summary_5']","['summary_2', 'summary_3']","['summary_1', 'summary_4', 'summary_5']","['summary_2', 'summary_3']","['summary_1', 'summary_4', 'summary_5']","['summary_2', 'summary_3']","['summary_1', 'summary_4', 'summary_5']","['summary_2', 'summary_3']","['summary_1', 'summary_4', 'summary_5']"
150,"['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2'],"['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2'],"['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2'],"['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2'],"['summary_1', 'summary_4', 'summary_5']","['summary_2', 'summary_3']"
151,"['summary_2', 'summary_3', 'summary_4']","['summary_1', 'summary_5']","['summary_2', 'summary_3', 'summary_4']","['summary_1', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']","['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1']
152,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
153,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_2', 'summary_3', 'summary_5']","['summary_1', 'summary_4']","['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_3', 'summary_4']","['summary_1', 'summary_2', 'summary_5']"
154,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_3', 'summary_4', 'summary_5']","['summary_1', 'summary_2']"
155,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
156,"['summary_1', 'summary_2', 'summary_3', 'summary_4']",['summary_5'],"['summary_1', 'summary_2', 'summary_3']","['summary_4', 'summary_5']","['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2'],"['summary_1', 'summary_2', 'summary_3', 'summary_4']",['summary_5'],"['summary_1', 'summary_2', 'summary_3', 'summary_4']",['summary_5']
157,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_3']","['summary_2', 'summary_4', 'summary_5']","['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
159,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
160,"['summary_1', 'summary_2', 'summary_3', 'summary_4']",['summary_5'],"['summary_2', 'summary_3', 'summary_4']","['summary_1', 'summary_5']","['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4']",['summary_5'],"['summary_1', 'summary_2', 'summary_3', 'summary_4']",['summary_5']
161,"['summary_2', 'summary_4']","['summary_1', 'summary_3', 'summary_5']",['summary_2'],"['summary_1', 'summary_3', 'summary_4', 'summary_5']","['summary_1', 'summary_2', 'summary_4']","['summary_3', 'summary_5']","['summary_2', 'summary_4']","['summary_1', 'summary_3', 'summary_5']","['summary_2', 'summary_4']","['summary_1', 'summary_3', 'summary_5']"
162,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
163,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
164,"['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2'],"['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2']
165,"['summary_1', 'summary_2', 'summary_4', 'summary_5']",['summary_3'],"['summary_2', 'summary_4']","['summary_1', 'summary_3', 'summary_5']","['summary_1', 'summary_2', 'summary_4', 'summary_5']",['summary_3'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
166,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
167,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_2', 'summary_4', 'summary_5']","['summary_1', 'summary_3']"
168,"['summary_1', 'summary_4', 'summary_5']","['summary_2', 'summary_3']","['summary_2', 'summary_3', 'summary_5']","['summary_1', 'summary_4']","['summary_1', 'summary_4', 'summary_5']","['summary_2', 'summary_3']","['summary_1', 'summary_2', 'summary_4', 'summary_5']",['summary_3'],"['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2']
170,"['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1'],"['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
171,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4']",['summary_5']
172,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
174,"['summary_1', 'summary_2', 'summary_3', 'summary_5']",['summary_4'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_5']",['summary_4'],"['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1'],"['summary_1', 'summary_2', 'summary_3', 'summary_4']",['summary_5']
176,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_5']",['summary_4']
177,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_5']","['summary_2', 'summary_3', 'summary_4']","['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
179,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
180,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_5']",['summary_4'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
181,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
182,"['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2'],"['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2'],"['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2'],"['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2'],"['summary_1', 'summary_2', 'summary_5']","['summary_3', 'summary_4']"
183,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
184,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
185,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2']
187,"['summary_2', 'summary_4', 'summary_5']","['summary_1', 'summary_3']","['summary_1', 'summary_2', 'summary_4', 'summary_5']",['summary_3'],"['summary_4', 'summary_5']","['summary_1', 'summary_2', 'summary_3']","['summary_1', 'summary_2', 'summary_4', 'summary_5']",['summary_3'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
188,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
190,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
191,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
192,"['summary_1', 'summary_2', 'summary_4', 'summary_5']",['summary_3'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_4', 'summary_5']",['summary_3'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_4', 'summary_5']",['summary_3']
194,"['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1']
195,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
197,"['summary_1', 'summary_2', 'summary_3', 'summary_4']",['summary_5'],"['summary_1', 'summary_2', 'summary_3', 'summary_4']",['summary_5'],"['summary_1', 'summary_2', 'summary_3', 'summary_4']",['summary_5'],"['summary_1', 'summary_2', 'summary_3', 'summary_4']",['summary_5'],"['summary_1', 'summary_2', 'summary_3', 'summary_4']",['summary_5']
198,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
199,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
201,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
203,"['summary_3', 'summary_4', 'summary_5']","['summary_1', 'summary_2']","['summary_3', 'summary_4']","['summary_1', 'summary_2', 'summary_5']","['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_3', 'summary_4', 'summary_5']","['summary_1', 'summary_2']","['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
204,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],['summary_5'],"['summary_1', 'summary_2', 'summary_3', 'summary_4']","['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
205,"['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1'],"['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1'],"['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2'],"['summary_2', 'summary_4', 'summary_5']","['summary_1', 'summary_3']","['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2']
206,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
207,"['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_4', 'summary_5']","['summary_2', 'summary_3']"
208,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
209,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
211,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_5']",['summary_4'],"['summary_1', 'summary_3', 'summary_4']","['summary_2', 'summary_5']","['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
212,"['summary_1', 'summary_2', 'summary_3', 'summary_5']",['summary_4'],"['summary_1', 'summary_2', 'summary_3', 'summary_5']",['summary_4'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_4', 'summary_5']",['summary_3'],"['summary_1', 'summary_3', 'summary_4']","['summary_2', 'summary_5']"
214,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
215,"['summary_2', 'summary_3', 'summary_5']","['summary_1', 'summary_4']","['summary_1', 'summary_2', 'summary_3', 'summary_5']",['summary_4'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_2', 'summary_3', 'summary_5']","['summary_1', 'summary_4']","['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
216,"['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1'],"['summary_3', 'summary_4', 'summary_5']","['summary_1', 'summary_2']","['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
217,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2'],"['summary_1', 'summary_2', 'summary_5']","['summary_3', 'summary_4']","['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
218,"['summary_1', 'summary_5']","['summary_2', 'summary_3', 'summary_4']","['summary_1', 'summary_3', 'summary_5']","['summary_2', 'summary_4']",['summary_1'],"['summary_2', 'summary_3', 'summary_4', 'summary_5']","['summary_1', 'summary_4', 'summary_5']","['summary_2', 'summary_3']","['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
219,"['summary_1', 'summary_2', 'summary_3', 'summary_4']",['summary_5'],"['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2'],"['summary_1', 'summary_2', 'summary_3', 'summary_4']",['summary_5'],"['summary_1', 'summary_2', 'summary_4']","['summary_3', 'summary_5']","['summary_2', 'summary_3', 'summary_4']","['summary_1', 'summary_5']"
220,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_4', 'summary_5']",['summary_3'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_3', 'summary_4']","['summary_2', 'summary_5']"
221,"['summary_2', 'summary_3', 'summary_4']","['summary_1', 'summary_5']","['summary_1', 'summary_2', 'summary_3', 'summary_4']",['summary_5'],"['summary_1', 'summary_3', 'summary_4']","['summary_2', 'summary_5']","['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
222,"['summary_1', 'summary_2', 'summary_3', 'summary_5']",['summary_4'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_5']",['summary_4'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_5']",['summary_4']
223,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
224,"['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1']
225,"['summary_1', 'summary_2', 'summary_4', 'summary_5']",['summary_3'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_4', 'summary_5']",['summary_3'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
226,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_5']","['summary_2', 'summary_3', 'summary_4']","['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1']
227,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4']",['summary_5'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2']
